Conductor,Rank,mu_5,lam_5,lam_5_MW,Lp_old,Lp_new,Reg_p,Tam(E),G
1131a1,1,0.0,1.0,1.0,"((3 + O(5))*T + (2 + O(5))*T^2 + (5^-1 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (1 + 3*5 + O(5^2))*T + (4 + 2*5 + O(5^2))*T^2 + (3 + 2*5 + O(5^2))*T^3 + (2*5 + O(5^2))*T^4 + (5^-1 + 1 + O(5))*T^5 + O(T^6))","((3*5 + O(5^2))*T + (2*5 + O(5^2))*T^2 + (4 + O(5^2))*T^3 + (2 + 5 + O(5^2))*T^4 + (1 + O(5))*T^5 + O(T^6), (4*5 + 2*5^2 + O(5^3))*T + (5 + 5^2 + O(5^3))*T^2 + (3*5 + 5^2 + O(5^3))*T^3 + (3*5 + O(5^3))*T^4 + (4 + 5 + O(5^2))*T^5 + O(T^6))","(5^2 + 3*5^3 + 4*5^4 + 2*5^5 + O(5^24), 3*5^2 + 5^4 + 4*5^5 + O(5^24))",2,O(5)*T + O(5)*T^2 + (5^-1 + 4 + O(5))*T^3 + (3*5^-1 + 1 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1142b1,1,0.0,3.0,1.0,"((3 + O(5))*T + (2 + O(5))*T^2 + (2*5^-1 + 4 + O(5))*T^3 + (5^-1 + 3 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (1 + 5 + O(5^2))*T + (4 + 4*5 + O(5^2))*T^2 + (4 + 2*5 + O(5^2))*T^3 + (3 + 2*5 + O(5^2))*T^4 + (5^-1 + O(5))*T^5 + O(T^6))","((5 + O(5^2))*T + (4*5 + O(5^2))*T^2 + (3 + 5 + O(5^2))*T^3 + (4 + 3*5 + O(5^2))*T^4 + (4 + O(5))*T^5 + O(T^6), (4*5 + 5^2 + O(5^3))*T + (5 + 2*5^2 + O(5^3))*T^2 + (4*5 + O(5^3))*T^3 + (5 + 4*5^2 + O(5^3))*T^4 + (4 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 5^3 + 5^5 + O(5^24), 3*5^2 + 3*5^3 + 4*5^4 + O(5^24))",13,(2 + O(5))*T + (3 + O(5))*T^2 + (2*5^-1 + 4 + O(5))*T^3 + (5^-1 + 2 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6)
1142b1,1,0.0,1.0,1.0,"((3 + O(5))*T + (2 + O(5))*T^2 + (2*5^-1 + 4 + O(5))*T^3 + (5^-1 + 3 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (1 + 5 + O(5^2))*T + (4 + 4*5 + O(5^2))*T^2 + (4 + 2*5 + O(5^2))*T^3 + (3 + 2*5 + O(5^2))*T^4 + (5^-1 + O(5))*T^5 + O(T^6))","((5 + O(5^2))*T + (4*5 + O(5^2))*T^2 + (3 + 5 + O(5^2))*T^3 + (4 + 3*5 + O(5^2))*T^4 + (4 + O(5))*T^5 + O(T^6), (4*5 + 5^2 + O(5^3))*T + (5 + 2*5^2 + O(5^3))*T^2 + (4*5 + O(5^3))*T^3 + (5 + 4*5^2 + O(5^3))*T^4 + (4 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 5^3 + 5^5 + O(5^24), 3*5^2 + 3*5^3 + 4*5^4 + O(5^24))",13,(2 + O(5))*T + (3 + O(5))*T^2 + (2*5^-1 + 4 + O(5))*T^3 + (5^-1 + 2 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6)
1152p1,1,0.0,3.0,1.0,"((1 + O(5))*T + (1 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (3 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6), (3 + 3*5 + O(5^2))*T + (3 + 3*5 + O(5^2))*T^2 + (2 + 3*5 + O(5^2))*T^3 + (3*5 + O(5^2))*T^4 + (3*5^-1 + 3 + O(5))*T^5 + O(T^6))","(O(5^2)*T + O(5^2)*T^2 + (2 + 4*5 + O(5^2))*T^3 + (2*5 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (2*5 + 5^2 + O(5^3))*T + (2*5 + 5^2 + O(5^3))*T^2 + (2*5 + 3*5^2 + O(5^3))*T^3 + (5^2 + O(5^3))*T^4 + (2 + O(5^2))*T^5 + O(T^6))","(2*5^4 + 2*5^5 + O(5^26), 5^2 + 4*5^3 + 4*5^4 + O(5^24))",8,(4 + O(5))*T + (4 + O(5))*T^2 + (3*5^-1 + 1 + O(5))*T^3 + (3 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1152p1,1,0.0,1.0,1.0,"((1 + O(5))*T + (1 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (3 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6), (3 + 3*5 + O(5^2))*T + (3 + 3*5 + O(5^2))*T^2 + (2 + 3*5 + O(5^2))*T^3 + (3*5 + O(5^2))*T^4 + (3*5^-1 + 3 + O(5))*T^5 + O(T^6))","(O(5^2)*T + O(5^2)*T^2 + (2 + 4*5 + O(5^2))*T^3 + (2*5 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (2*5 + 5^2 + O(5^3))*T + (2*5 + 5^2 + O(5^3))*T^2 + (2*5 + 3*5^2 + O(5^3))*T^3 + (5^2 + O(5^3))*T^4 + (2 + O(5^2))*T^5 + O(T^6))","(2*5^4 + 2*5^5 + O(5^26), 5^2 + 4*5^3 + 4*5^4 + O(5^24))",8,(4 + O(5))*T + (4 + O(5))*T^2 + (3*5^-1 + 1 + O(5))*T^3 + (3 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1157a1,1,0.0,3.0,1.0,"((1 + O(5))*T + (2 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (1 + O(5^2))*T + (2 + O(5^2))*T^2 + (2 + 3*5 + O(5^2))*T^3 + (1 + 3*5 + O(5^2))*T^4 + (5^-1 + O(5))*T^5 + O(T^6))","((2*5 + O(5^2))*T + (4*5 + O(5^2))*T^2 + (2 + 4*5 + O(5^2))*T^3 + (2 + 4*5 + O(5^2))*T^4 + (1 + O(5))*T^5 + O(T^6), (4*5 + 4*5^2 + O(5^3))*T + (3*5 + 4*5^2 + O(5^3))*T^2 + (4*5 + 2*5^2 + O(5^3))*T^3 + (4*5^2 + O(5^3))*T^4 + (4 + 5 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 2*5^3 + 5^4 + 4*5^5 + O(5^24), 4*5^2 + 3*5^3 + 2*5^4 + 3*5^5 + O(5^24))",1,(1 + O(5))*T + (2 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1157a1,1,0.0,1.0,1.0,"((1 + O(5))*T + (2 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (1 + O(5^2))*T + (2 + O(5^2))*T^2 + (2 + 3*5 + O(5^2))*T^3 + (1 + 3*5 + O(5^2))*T^4 + (5^-1 + O(5))*T^5 + O(T^6))","((2*5 + O(5^2))*T + (4*5 + O(5^2))*T^2 + (2 + 4*5 + O(5^2))*T^3 + (2 + 4*5 + O(5^2))*T^4 + (1 + O(5))*T^5 + O(T^6), (4*5 + 4*5^2 + O(5^3))*T + (3*5 + 4*5^2 + O(5^3))*T^2 + (4*5 + 2*5^2 + O(5^3))*T^3 + (4*5^2 + O(5^3))*T^4 + (4 + 5 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 2*5^3 + 5^4 + 4*5^5 + O(5^24), 4*5^2 + 3*5^3 + 2*5^4 + 3*5^5 + O(5^24))",1,(1 + O(5))*T + (2 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1158f1,1,0.0,7.0,5.0,"((2 + O(5))*T + (3 + O(5))*T^2 + O(5)*T^3 + (2 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (3 + 3*5 + O(5^2))*T + (2 + 2*5 + O(5^2))*T^2 + (1 + 2*5 + O(5^2))*T^3 + (1 + 4*5 + O(5^2))*T^4 + (3*5^-1 + 1 + O(5))*T^5 + O(T^6))","((4*5 + O(5^2))*T + (5 + O(5^2))*T^2 + (2*5 + O(5^2))*T^3 + O(5^2)*T^4 + (4 + O(5))*T^5 + O(T^6), (2*5 + 3*5^2 + O(5^3))*T + (3*5 + O(5^3))*T^2 + (4*5 + 4*5^2 + O(5^3))*T^3 + (4*5 + 3*5^2 + O(5^3))*T^4 + (2 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 5^3 + 5^4 + O(5^24), 5^2 + 5^3 + 2*5^5 + O(5^24))",8,O(5)*T + O(5)*T^2 + (1 + O(5))*T^3 + (3 + O(5))*T^4 + O(5^0)*T^5 + O(T^6)
1158f1,1,0.0,1.0,1.0,"((2 + O(5))*T + (3 + O(5))*T^2 + O(5)*T^3 + (2 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (3 + 3*5 + O(5^2))*T + (2 + 2*5 + O(5^2))*T^2 + (1 + 2*5 + O(5^2))*T^3 + (1 + 4*5 + O(5^2))*T^4 + (3*5^-1 + 1 + O(5))*T^5 + O(T^6))","((4*5 + O(5^2))*T + (5 + O(5^2))*T^2 + (2*5 + O(5^2))*T^3 + O(5^2)*T^4 + (4 + O(5))*T^5 + O(T^6), (2*5 + 3*5^2 + O(5^3))*T + (3*5 + O(5^3))*T^2 + (4*5 + 4*5^2 + O(5^3))*T^3 + (4*5 + 3*5^2 + O(5^3))*T^4 + (2 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 5^3 + 5^4 + O(5^24), 5^2 + 5^3 + 2*5^5 + O(5^24))",8,O(5)*T + O(5)*T^2 + (1 + O(5))*T^3 + (3 + O(5))*T^4 + O(5^0)*T^5 + O(T^6)
1162b1,1,0.0,3.0,1.0,"(O(5)*T + O(5)*T^2 + (4*5^-1 + 3 + O(5))*T^3 + (3*5^-1 + 4 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (1 + 2*5 + O(5^2))*T + (3 + 5 + O(5^2))*T^2 + (2 + 4*5 + O(5^2))*T^3 + (4 + 2*5 + O(5^2))*T^4 + (5^-1 + 3 + O(5))*T^5 + O(T^6))","((4*5 + O(5^2))*T + (2*5 + O(5^2))*T^2 + (1 + 5 + O(5^2))*T^3 + (2 + O(5^2))*T^4 + (4 + O(5))*T^5 + O(T^6), (4*5 + O(5^3))*T + (2*5 + 2*5^2 + O(5^3))*T^2 + (4*5 + 5^2 + O(5^3))*T^3 + (3*5 + 2*5^2 + O(5^3))*T^4 + (4 + 4*5 + O(5^2))*T^5 + O(T^6))","(3*5^2 + 5^3 + 4*5^5 + O(5^24), 3*5^2 + 3*5^3 + 3*5^4 + 3*5^5 + O(5^24))",13,(4 + O(5))*T + (2 + O(5))*T^2 + (4*5^-1 + 2 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6)
1162b1,1,0.0,1.0,1.0,"(O(5)*T + O(5)*T^2 + (4*5^-1 + 3 + O(5))*T^3 + (3*5^-1 + 4 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (1 + 2*5 + O(5^2))*T + (3 + 5 + O(5^2))*T^2 + (2 + 4*5 + O(5^2))*T^3 + (4 + 2*5 + O(5^2))*T^4 + (5^-1 + 3 + O(5))*T^5 + O(T^6))","((4*5 + O(5^2))*T + (2*5 + O(5^2))*T^2 + (1 + 5 + O(5^2))*T^3 + (2 + O(5^2))*T^4 + (4 + O(5))*T^5 + O(T^6), (4*5 + O(5^3))*T + (2*5 + 2*5^2 + O(5^3))*T^2 + (4*5 + 5^2 + O(5^3))*T^3 + (3*5 + 2*5^2 + O(5^3))*T^4 + (4 + 4*5 + O(5^2))*T^5 + O(T^6))","(3*5^2 + 5^3 + 4*5^5 + O(5^24), 3*5^2 + 3*5^3 + 3*5^4 + 3*5^5 + O(5^24))",13,(4 + O(5))*T + (2 + O(5))*T^2 + (4*5^-1 + 2 + O(5))*T^3 + (3*5^-1 + 2 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6)
1176g1,1,0.0,3.0,1.0,"((2 + O(5))*T + (4 + O(5))*T^2 + (5^-1 + 2 + O(5))*T^3 + (5^-1 + 1 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6), (2 + 5 + O(5^2))*T + (4 + 2*5 + O(5^2))*T^2 + (2 + 2*5 + O(5^2))*T^3 + (3*5 + O(5^2))*T^4 + (2*5^-1 + 4 + O(5))*T^5 + O(T^6))","((5 + O(5^2))*T + (2*5 + O(5^2))*T^2 + (4 + 4*5 + O(5^2))*T^3 + (4 + 2*5 + O(5^2))*T^4 + (4 + O(5))*T^5 + O(T^6), (3*5 + O(5^3))*T + (5 + 5^2 + O(5^3))*T^2 + (2*5 + 2*5^2 + O(5^3))*T^3 + (4*5 + 3*5^2 + O(5^3))*T^4 + (3 + O(5^2))*T^5 + O(T^6))","(4*5^2 + 3*5^3 + 3*5^4 + O(5^24), 2*5^2 + 2*5^3 + 2*5^4 + 4*5^5 + O(5^24))",16,O(5)*T + O(5)*T^2 + (5^-1 + 3 + O(5))*T^3 + (5^-1 + 4 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1176g1,1,0.0,1.0,1.0,"((2 + O(5))*T + (4 + O(5))*T^2 + (5^-1 + 2 + O(5))*T^3 + (5^-1 + 1 + O(5))*T^4 + (4*5^-1 + O(5^0))*T^5 + O(T^6), (2 + 5 + O(5^2))*T + (4 + 2*5 + O(5^2))*T^2 + (2 + 2*5 + O(5^2))*T^3 + (3*5 + O(5^2))*T^4 + (2*5^-1 + 4 + O(5))*T^5 + O(T^6))","((5 + O(5^2))*T + (2*5 + O(5^2))*T^2 + (4 + 4*5 + O(5^2))*T^3 + (4 + 2*5 + O(5^2))*T^4 + (4 + O(5))*T^5 + O(T^6), (3*5 + O(5^3))*T + (5 + 5^2 + O(5^3))*T^2 + (2*5 + 2*5^2 + O(5^3))*T^3 + (4*5 + 3*5^2 + O(5^3))*T^4 + (3 + O(5^2))*T^5 + O(T^6))","(4*5^2 + 3*5^3 + 3*5^4 + O(5^24), 2*5^2 + 2*5^3 + 2*5^4 + 4*5^5 + O(5^24))",16,O(5)*T + O(5)*T^2 + (5^-1 + 3 + O(5))*T^3 + (5^-1 + 4 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1184c1,1,0.0,3.0,1.0,"(O(5)*T + O(5)*T^2 + (4*5^-1 + 3 + O(5))*T^3 + (3*5^-1 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (2 + O(5^2))*T + (1 + O(5^2))*T^2 + (2 + 4*5 + O(5^2))*T^3 + (4 + 3*5 + O(5^2))*T^4 + (2*5^-1 + O(5))*T^5 + O(T^6))","((5 + O(5^2))*T + (3*5 + O(5^2))*T^2 + (1 + 4*5 + O(5^2))*T^3 + (2 + O(5^2))*T^4 + (1 + O(5))*T^5 + O(T^6), (3*5 + O(5^3))*T + (4*5 + 2*5^2 + O(5^3))*T^2 + (5 + O(5^3))*T^3 + (2*5 + 5^2 + O(5^3))*T^4 + (3 + O(5^2))*T^5 + O(T^6))","(3*5^2 + 4*5^3 + 5^4 + 3*5^5 + O(5^24), 4*5^2 + 4*5^3 + 3*5^4 + 2*5^5 + O(5^24))",2,O(5)*T + O(5)*T^2 + (4*5^-1 + 3 + O(5))*T^3 + (3*5^-1 + O(5))*T^4 + O(5^0)*T^5 + O(T^6)
1184c1,1,0.0,1.0,1.0,"(O(5)*T + O(5)*T^2 + (4*5^-1 + 3 + O(5))*T^3 + (3*5^-1 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (2 + O(5^2))*T + (1 + O(5^2))*T^2 + (2 + 4*5 + O(5^2))*T^3 + (4 + 3*5 + O(5^2))*T^4 + (2*5^-1 + O(5))*T^5 + O(T^6))","((5 + O(5^2))*T + (3*5 + O(5^2))*T^2 + (1 + 4*5 + O(5^2))*T^3 + (2 + O(5^2))*T^4 + (1 + O(5))*T^5 + O(T^6), (3*5 + O(5^3))*T + (4*5 + 2*5^2 + O(5^3))*T^2 + (5 + O(5^3))*T^3 + (2*5 + 5^2 + O(5^3))*T^4 + (3 + O(5^2))*T^5 + O(T^6))","(3*5^2 + 4*5^3 + 5^4 + 3*5^5 + O(5^24), 4*5^2 + 4*5^3 + 3*5^4 + 2*5^5 + O(5^24))",2,O(5)*T + O(5)*T^2 + (4*5^-1 + 3 + O(5))*T^3 + (3*5^-1 + O(5))*T^4 + O(5^0)*T^5 + O(T^6)
1188b1,1,0.0,3.0,1.0,"(O(5)*T + O(5)*T^2 + (3*5^-1 + 1 + O(5))*T^3 + (5^-1 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (3 + O(5^2))*T + (4 + O(5^2))*T^2 + (2 + 3*5 + O(5^2))*T^3 + (4 + 5 + O(5^2))*T^4 + (3*5^-1 + 4 + O(5))*T^5 + O(T^6))","((2*5 + O(5^2))*T + (5 + O(5^2))*T^2 + (2 + 5 + O(5^2))*T^3 + (4 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (2*5 + 2*5^2 + O(5^3))*T + (5 + 3*5^2 + O(5^3))*T^2 + (3*5^2 + O(5^3))*T^3 + (4*5^2 + O(5^3))*T^4 + (2 + 3*5 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 4*5^3 + 3*5^4 + 3*5^5 + O(5^24), 2*5^2 + 3*5^3 + 5^5 + O(5^24))",1,(2 + O(5))*T + (1 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (5^-1 + 3 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1188b1,1,0.0,1.0,1.0,"(O(5)*T + O(5)*T^2 + (3*5^-1 + 1 + O(5))*T^3 + (5^-1 + O(5))*T^4 + O(5^0)*T^5 + O(T^6), (3 + O(5^2))*T + (4 + O(5^2))*T^2 + (2 + 3*5 + O(5^2))*T^3 + (4 + 5 + O(5^2))*T^4 + (3*5^-1 + 4 + O(5))*T^5 + O(T^6))","((2*5 + O(5^2))*T + (5 + O(5^2))*T^2 + (2 + 5 + O(5^2))*T^3 + (4 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (2*5 + 2*5^2 + O(5^3))*T + (5 + 3*5^2 + O(5^3))*T^2 + (3*5^2 + O(5^3))*T^3 + (4*5^2 + O(5^3))*T^4 + (2 + 3*5 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 4*5^3 + 3*5^4 + 3*5^5 + O(5^24), 2*5^2 + 3*5^3 + 5^5 + O(5^24))",1,(2 + O(5))*T + (1 + O(5))*T^2 + (3*5^-1 + O(5))*T^3 + (5^-1 + 3 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1194a1,1,0.0,3.0,1.0,"((4 + O(5))*T + (1 + O(5))*T^2 + (5^-1 + 3 + O(5))*T^3 + (3*5^-1 + 1 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (1 + 2*5 + O(5^2))*T + (4 + 3*5 + O(5^2))*T^2 + (3*5 + O(5^2))*T^3 + (1 + 3*5 + O(5^2))*T^4 + (5^-1 + 2 + O(5))*T^5 + O(T^6))","(O(5^2)*T + O(5^2)*T^2 + (4 + 2*5 + O(5^2))*T^3 + (2 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (4*5 + 3*5^2 + O(5^3))*T + (5 + O(5^3))*T^2 + (4*5 + 3*5^2 + O(5^3))*T^3 + (5 + O(5^3))*T^4 + (4 + O(5^2))*T^5 + O(T^6))","(3*5^3 + 3*5^4 + O(5^25), 2*5^2 + 5^3 + 5^4 + 2*5^5 + O(5^24))",2,(3 + O(5))*T + (2 + O(5))*T^2 + (5^-1 + 4 + O(5))*T^3 + (3*5^-1 + 3 + O(5))*T^4 + (5^-1 + O(5^0))*T^5 + O(T^6)
1194a1,1,0.0,1.0,1.0,"((4 + O(5))*T + (1 + O(5))*T^2 + (5^-1 + 3 + O(5))*T^3 + (3*5^-1 + 1 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (1 + 2*5 + O(5^2))*T + (4 + 3*5 + O(5^2))*T^2 + (3*5 + O(5^2))*T^3 + (1 + 3*5 + O(5^2))*T^4 + (5^-1 + 2 + O(5))*T^5 + O(T^6))","(O(5^2)*T + O(5^2)*T^2 + (4 + 2*5 + O(5^2))*T^3 + (2 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (4*5 + 3*5^2 + O(5^3))*T + (5 + O(5^3))*T^2 + (4*5 + 3*5^2 + O(5^3))*T^3 + (5 + O(5^3))*T^4 + (4 + O(5^2))*T^5 + O(T^6))","(3*5^3 + 3*5^4 + O(5^25), 2*5^2 + 5^3 + 5^4 + 2*5^5 + O(5^24))",2,(3 + O(5))*T + (2 + O(5))*T^2 + (5^-1 + 4 + O(5))*T^3 + (3*5^-1 + 3 + O(5))*T^4 + (5^-1 + O(5^0))*T^5 + O(T^6)
1197a1,1,0.0,3.0,1.0,"((4 + O(5))*T + (3*5^-1 + 1 + O(5))*T^3 + (2*5^-1 + 3 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (1 + 2*5 + O(5^2))*T + (4 + 3*5 + O(5^2))*T^3 + (1 + 3*5 + O(5^2))*T^4 + (5^-1 + 1 + O(5))*T^5 + O(T^6))","((3*5 + O(5^2))*T + (2 + O(5^2))*T^3 + (3 + 4*5 + O(5^2))*T^4 + O(5)*T^5 + O(T^6), (4*5 + 2*5^2 + O(5^3))*T + (2*5^2 + O(5^3))*T^3 + (5^2 + O(5^3))*T^4 + (4 + 2*5 + O(5^2))*T^5 + O(T^6))","(3*5^2 + 3*5^3 + 4*5^4 + 4*5^5 + O(5^24), 4*5^2 + 4*5^4 + O(5^24))",4,O(5)*T + (3*5^-1 + 1 + O(5))*T^3 + (2*5^-1 + 3 + O(5))*T^4 + (3*5^-1 + O(5^0))*T^5 + O(T^6)
1197a1,1,0.0,1.0,1.0,"((4 + O(5))*T + (3*5^-1 + 1 + O(5))*T^3 + (2*5^-1 + 3 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6), (1 + 2*5 + O(5^2))*T + (4 + 3*5 + O(5^2))*T^3 + (1 + 3*5 + O(5^2))*T^4 + (5^-1 + 1 + O(5))*T^5 + O(T^6))","((3*5 + O(5^2))*T + (2 + O(5^2))*T^3 + (3 + 4*5 + O(5^2))*T^4 + O(5)*T^5 + O(T^6), (4*5 + 2*5^2 + O(5^3))*T + (2*5^2 + O(5^3))*T^3 + (5^2 + O(5^3))*T^4 + (4 + 2*5 + O(5^2))*T^5 + O(T^6))","(3*5^2 + 3*5^3 + 4*5^4 + 4*5^5 + O(5^24), 4*5^2 + 4*5^4 + O(5^24))",4,O(5)*T + (3*5^-1 + 1 + O(5))*T^3 + (2*5^-1 + 3 + O(5))*T^4 + (3*5^-1 + O(5^0))*T^5 + O(T^6)
1197b1,1,0.0,3.0,1.0,"((4 + O(5))*T + (5^-1 + 1 + O(5))*T^3 + (4*5^-1 + 3 + O(5))*T^4 + (5^-1 + O(5^0))*T^5 + O(T^6), (3 + 2*5 + O(5^2))*T + (4 + O(5^2))*T^3 + (1 + 4*5 + O(5^2))*T^4 + (3*5^-1 + 2 + O(5))*T^5 + O(T^6))","((4*5 + O(5^2))*T + (4 + 4*5 + O(5^2))*T^3 + (1 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (2*5 + 3*5^2 + O(5^3))*T + (2*5 + 2*5^2 + O(5^3))*T^3 + (3*5 + 2*5^2 + O(5^3))*T^4 + (2 + O(5^2))*T^5 + O(T^6))","(4*5^2 + 2*5^3 + 4*5^4 + 2*5^5 + O(5^24), 2*5^2 + 4*5^3 + 3*5^4 + 3*5^5 + O(5^24))",4,O(5)*T + (5^-1 + 3 + O(5))*T^3 + (4*5^-1 + 1 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1197b1,1,0.0,1.0,1.0,"((4 + O(5))*T + (5^-1 + 1 + O(5))*T^3 + (4*5^-1 + 3 + O(5))*T^4 + (5^-1 + O(5^0))*T^5 + O(T^6), (3 + 2*5 + O(5^2))*T + (4 + O(5^2))*T^3 + (1 + 4*5 + O(5^2))*T^4 + (3*5^-1 + 2 + O(5))*T^5 + O(T^6))","((4*5 + O(5^2))*T + (4 + 4*5 + O(5^2))*T^3 + (1 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (2*5 + 3*5^2 + O(5^3))*T + (2*5 + 2*5^2 + O(5^3))*T^3 + (3*5 + 2*5^2 + O(5^3))*T^4 + (2 + O(5^2))*T^5 + O(T^6))","(4*5^2 + 2*5^3 + 4*5^4 + 2*5^5 + O(5^24), 2*5^2 + 4*5^3 + 3*5^4 + 3*5^5 + O(5^24))",4,O(5)*T + (5^-1 + 3 + O(5))*T^3 + (4*5^-1 + 1 + O(5))*T^4 + (2*5^-1 + O(5^0))*T^5 + O(T^6)
1216c1,1,0.0,3.0,1.0,"(O(5)*T + O(5)*T^2 + (5^-1 + 3 + O(5))*T^3 + (2*5^-1 + O(5))*T^4 + (5^-1 + O(5^0))*T^5 + O(T^6), (1 + 4*5 + O(5^2))*T + (3 + 2*5 + O(5^2))*T^2 + (3 + 2*5 + O(5^2))*T^3 + (1 + O(5^2))*T^4 + (5^-1 + 4 + O(5))*T^5 + O(T^6))","((3*5 + O(5^2))*T + (4*5 + O(5^2))*T^2 + (4 + 4*5 + O(5^2))*T^3 + (3 + O(5^2))*T^4 + (2 + O(5))*T^5 + O(T^6), (4*5 + 2*5^2 + O(5^3))*T + (2*5 + 3*5^2 + O(5^3))*T^2 + (4*5 + 4*5^2 + O(5^3))*T^3 + (3*5 + 2*5^2 + O(5^3))*T^4 + (4 + 4*5 + O(5^2))*T^5 + O(T^6))","(2*5^2 + 4*5^5 + O(5^24), 5^2 + 2*5^3 + 4*5^4 + 5^5 + O(5^24))",4,O(5)*T + O(5)*T^2 + (5^-1 + 2 + O(5))*T^3 + (2*5^-1 + 3 + O(5))*T^4 + (5^-1 + O(5^0))*T^5 + O(T^6)
