,Label,plus_test,minus_test
1267,3136r4,False,True
1268,3136y1,False,False
1269,3136y2,False,False
1270,3136y3,False,False
1271,3136y4,False,False
1272,3136y5,False,False
1273,3136y6,False,False
1274,3136z1,False,True
1275,3136z2,False,True
1276,3136ba1,False,True
1277,3136ba2,False,True
1278,3138a1,False,True
1279,3138d1,False,False
1280,3138d2,False,False
1281,3138d3,False,False
1282,3146f1,False,False
1283,3157a1,False,False
1284,3168a1,False,False
1285,3168a2,False,False
1286,3168b1,False,False
1287,3168b2,False,False
1288,3168p1,True,False
1289,3168p2,True,False
1290,3168q1,False,False
1291,3168q2,False,False
1292,3174d1,False,False
1293,3174d2,False,False
1294,3174d3,False,False
1295,3174d4,False,False
1296,3192e1,False,False
1297,3192e2,False,False
1298,3192k1,False,False
1299,3192k2,False,False
1300,3199b1,False,False
1301,3199b2,False,False
1302,3201b1,False,True
1303,3201b2,False,True
1304,3201f1,False,False
1305,3201f2,False,False
1306,3206d1,False,False
1307,3213r1,False,False
1308,3213r2,False,False
1309,3222c1,False,False
1310,3222c2,False,False
1311,3222e1,False,False
1312,3222e2,False,False
1313,3222f1,True,False
1314,3222g1,False,False
1315,3234a1,True,False
1316,3234f1,False,False
1317,3234f2,False,False
1318,3234g1,False,False
1319,3234g2,False,False
1320,3234j1,False,False
1321,3234j2,False,False
1322,3234k1,False,False
1323,3234k2,False,False
1324,3234p1,False,False
1325,3234p2,False,False
1326,3234p3,False,False
1327,3234p4,False,False
1328,3238c1,False,True
1329,3248b1,False,True
1330,3248b2,False,True
1331,3248l1,False,False
1332,3248l2,False,False
1333,3248m1,False,False
1334,3249d1,False,False
1335,3249d2,False,False
1336,3264a1,True,False
1337,3264a2,True,False
1338,3264a3,True,False
1339,3264a4,True,False
1340,3264b1,False,True
1341,3264b2,False,True
1342,3264c1,False,False
1343,3264c2,False,False
1344,3264w1,False,False
1345,3264w2,False,False
1346,3264x1,False,True
1347,3264x2,False,True
1348,3264x3,False,True
1349,3264x4,False,True
1350,3267d1,True,False
1351,3267d2,True,False
1352,3267d3,True,False
1353,3267d4,True,False
1354,3276c1,True,False
1355,3276c2,True,False
1356,3276d1,False,False
1357,3276d2,False,False
1358,3276e1,False,False
1359,3276e2,False,False
1360,3282b1,False,False
1361,3282b2,False,False
1362,3293b1,False,False
1363,3294d1,False,False
1364,3294e1,False,False
1365,3294f1,False,False
1366,3294g1,False,False
1367,3294g2,False,False
1368,3294h1,True,False
1369,3294i1,True,False
1370,3311c1,True,False
1371,3311c2,True,False
1372,3312d1,False,False
1373,3312d2,False,False
1374,3312e1,False,False
1375,3312f1,False,False
1376,3312f2,False,False
1377,3312l1,False,False
1378,3312l2,False,False
1379,3312m1,False,False
1380,3312m2,False,False
1381,3312n1,True,True
1382,3312n2,True,True
1383,3312n3,True,True
1384,3312n4,True,True
1385,3313a1,False,False
1386,3318c1,False,False
1387,3318c2,False,False
1388,3324b1,False,False
1389,3324b2,False,False
1390,3336f1,False,False
1391,3337a1,False,False
1392,3339c1,False,False
1393,3341a1,False,False
1394,3341a2,False,False
1395,3342b1,False,True
1396,3342c1,False,False
1397,3346a1,False,True
1398,3346a2,False,True
1399,3347a1,False,False
1400,3348b1,False,False
1401,3348b2,False,False
1402,3348d1,False,False
1403,3348e1,False,False
1404,3366a1,False,False
1405,3366a2,False,False
1406,3366d1,False,False
1407,3366d2,False,False
1408,3366e1,True,True
1409,3366e2,True,True
1410,3366e3,True,True
1411,3366e4,True,True
1412,3374a1,False,False
1413,3374a2,False,False
1414,3381d1,False,False
1415,3381e1,True,True
1416,3381h1,False,False
1417,3381j1,False,False
1418,3384d1,False,False
1419,3384d2,False,False
1420,3392p1,False,False
1421,3392p2,False,False
1422,3392t1,False,False
1423,3393e1,True,False
1424,3393e2,True,False
1425,3399a1,False,False
1426,3399a2,False,False
1427,3402i1,False,False
1428,3402i2,False,False
1429,3404b1,False,True
1430,3422f1,False,True
1431,3423c1,False,False
1432,3423c2,False,False
1433,3432c1,False,False
1434,3432c2,False,False
1435,3451a1,False,True
1436,3452a1,False,False
1437,3454e1,False,True
1438,3454e2,False,True
1439,3454e3,False,True
1440,3458b1,False,False
1441,3459a1,False,False
1442,3459a2,False,False
1443,3462a1,True,False
1444,3462a2,True,False
1445,3471b1,True,False
1446,3474d1,False,False
1447,3474d2,False,False
1448,3479f1,False,False
1449,3486a1,False,False
1450,3486e1,False,True
1451,3504a1,True,False
1452,3504a2,True,False
1453,3504b1,False,False
1454,3504b2,False,False
1455,3504c1,False,False
1456,3504c2,False,False
1457,3504j1,False,False
1458,3504j2,False,False
1459,3504o1,False,True
1460,3504o2,False,True
1461,3504p1,True,False
1462,3504p2,True,False
1463,3504p3,True,False
1464,3504p4,True,False
1465,3504q1,False,False
1466,3504q2,False,False
1467,3504q3,False,False
1468,3504q4,False,False
1469,3504t1,False,False
1470,3504t2,False,False
1471,3507c1,True,False
1472,3507c2,True,False
1473,3513a1,False,False
1474,3519d1,False,False
1475,3519f1,True,False
1476,3526b1,False,False
1477,3526b2,False,False
1478,3528h1,True,True
1479,3528h2,True,True
1480,3528i1,False,True
1481,3528i2,False,True
1482,3531b1,False,False
1483,3532a1,False,False
1484,3542g1,False,False
1485,3542g2,False,False
1486,3542h1,False,False
1487,3542m1,False,False
1488,3542m2,False,False
1489,3542o1,False,False
1490,3542o2,False,False
1491,3542o3,False,False
1492,3542o4,False,False
1493,3542p1,False,False
1494,3542p2,False,False
1495,3552a1,False,False
1496,3552b1,False,False
1497,3552b2,False,False
1498,3552f1,False,False
1499,3552f2,False,False
1500,3568f1,False,False
1501,3568g1,False,True
1502,3568g2,False,True
1503,3568h1,False,False
1504,3582b1,True,False
1505,3582b2,True,False
1506,3586a1,False,False
1507,3588c1,False,True
1508,3588c2,False,True
1509,3602b1,False,False
1510,3602b2,False,False
1511,3616a1,True,True
1512,3616a2,True,True
1513,3616b1,True,False
1514,3616b2,True,False
1515,3618b1,False,False
1516,3618b2,False,False
1517,3618c1,False,False
1518,3618c2,False,False
1519,3624b1,False,False
1520,3627a1,False,False
1521,3648a1,False,False
1522,3648a2,False,False
1523,3648b1,True,False
1524,3648b2,True,False
1525,3648b3,True,False
1526,3648b4,True,False
1527,3648o1,False,False
1528,3648o2,False,False
1529,3648y1,False,False
1530,3648y2,False,False
1531,3654a1,True,False
1532,3654b1,True,False
1533,3654b2,True,False
1534,3654d1,False,False
1535,3654d2,False,False
1536,3654n1,True,False
1537,3654o1,True,False
1538,3654o2,True,False
1539,3654p1,False,False
1540,3654p2,False,False
1541,3654r1,True,False
1542,3654r2,True,False
1543,3658a1,False,True
1544,3658d1,True,False
1545,3663a1,True,False
1546,3663a2,True,False
1547,3663c1,False,False
1548,3663c2,False,False
1549,3666i1,False,False
1550,3666i2,False,False
1551,3669b1,False,True
1552,3672f1,False,False
1553,3672m1,True,False
1554,3672n1,False,False
1555,3674a1,False,False
1556,3684b1,True,False
1557,3686b1,False,False
1558,3686c1,False,False
1559,3686c2,False,False
1560,3694b1,True,False
1561,3696k1,True,False
1562,3696k2,True,False
1563,3696n1,False,False
1564,3696n2,False,False
1565,3696n3,False,False
1566,3696n4,False,False
1567,3696ba1,True,False
1568,3696ba2,True,False
1569,3706f1,False,False
1570,3706f2,False,False
1571,3706f3,False,False
1572,3714c1,False,False
1573,3714c2,False,False
1574,3714d1,False,False
1575,3722b1,False,False
1576,3723c1,False,False
1577,3723c2,False,False
1578,3723c3,False,False
1579,3728a1,False,True
1580,3728d1,False,False
1581,3728d2,False,False
1582,3736a1,True,False
1583,3744e1,True,False
1584,3744e2,True,False
1585,3744f1,False,False
1586,3744f2,False,False
1587,3746a1,False,False
1588,3752h1,True,False
1589,3752h2,True,False
1590,3762p1,False,False
1591,3762p2,False,False
1592,3762q1,False,False
1593,3762q2,False,False
1594,3768c1,False,False
1595,3768c2,False,False
1596,3768e1,False,False
1597,3774a1,False,False
1598,3774m1,False,False
1599,3774n1,False,False
1600,3783a1,False,False
1601,3783a2,False,False
1602,3784a1,True,False
1603,3784g1,False,False
1604,3786e1,False,False
1605,3787a1,False,False
1606,3794b1,False,False
1607,3794b2,False,False
1608,3798b1,True,False
1609,3798b2,True,False
1610,3801b1,False,False
1611,3801c1,False,False
1612,3803a1,False,False
1613,3807a1,False,False
1614,3807f1,False,False
1615,3808b1,False,True
1616,3808b2,False,True
1617,3809a1,False,False
1618,3814a1,False,False
1619,3818c1,False,False
1620,3822bf1,False,False
1621,3846e1,False,False
1622,3848b1,False,False
1623,3849b1,True,False
1624,3852g1,False,False
1625,3852g2,False,False
1626,3854a1,False,False
1627,3854a2,False,False
1628,3864c1,False,False
1629,3878a1,False,False
1630,3879f1,True,False
1631,3879f2,True,False
1632,3879i1,False,False
1633,3882e1,False,False
1634,3882e2,False,False
1635,3888p1,False,False
1636,3888p2,False,False
1637,3888q1,False,True
1638,3888q2,False,True
1639,3888r1,False,False
1640,3888r2,False,False
1641,3888s1,False,True
1642,3888s2,False,True
1643,3888t1,False,False
1644,3888t2,False,False
1645,3892b1,False,False
1646,3894b1,False,False
1647,3894b2,False,False
1648,3898a1,True,True
1649,3898b1,True,False
1650,3906n1,False,False
1651,3906n2,False,False
1652,3906o1,False,False
1653,3906o2,False,False
1654,3906u1,False,False
1655,3906u2,False,False
1656,3906u3,False,False
1657,3906u4,False,False
1658,3912a1,False,False
1659,3914e1,False,False
1660,3914e2,False,False
1661,3924a1,False,False
1662,3924a2,False,False
1663,3924b1,False,False
1664,3924b2,False,False
1665,3924c1,False,False
1666,3926c1,False,False
1667,3926c2,False,False
1668,3927e1,False,False
1669,3927e2,False,False
1670,3938a1,False,False
1671,3938a2,False,False
1672,3939b1,False,False
1673,3939b2,False,False
1674,3944a1,True,False
1675,3947a1,False,False
1676,3952a1,False,False
1677,3952i1,False,False
1678,3952i2,False,False
1679,3959a1,False,False
1680,3962a1,False,False
1681,3974a1,True,False
1682,3974b1,True,False
1683,3976a1,True,False
1684,3976a2,True,False
1685,3978g1,False,False
1686,3978g2,False,False
1687,3987f1,True,False
1688,3988b1,False,False
1689,3988b2,False,False
1690,3997b1,False,True
1691,4002a1,False,False
1692,4002a2,False,False
1693,4008b1,False,False
1694,4008b2,False,False
1695,4014g1,True,False
1696,4024c1,False,False
1697,4032l1,False,False
1698,4032l2,False,False
1699,4032l3,False,False
1700,4032l4,False,False
1701,4032l5,False,False
1702,4032l6,False,False
1703,4032m1,True,True
1704,4032m2,True,True
1705,4032n1,False,False
1706,4032n2,False,False
1707,4032n3,False,False
1708,4032n4,False,False
1709,4032v1,False,False
1710,4032v2,False,False
1711,4032w1,True,False
1712,4032w2,True,False
1713,4032z1,False,False
1714,4032z2,False,False
1715,4032z3,False,False
1716,4032z4,False,False
1717,4032z5,False,False
1718,4032z6,False,False
1719,4032ba1,True,False
1720,4032ba2,True,False
1721,4032bb1,False,False
1722,4032bb2,False,False
1723,4032bb3,False,False
1724,4032bb4,False,False
1725,4038a1,True,False
1726,4038a2,True,False
1727,4046b1,True,False
1728,4046b2,True,False
1729,4046b3,True,False
1730,4046b4,True,False
1731,4046b5,True,False
1732,4046b6,True,False
1733,4046n1,False,True
1734,4046o1,False,False
1735,4046o2,False,False
1736,4046p1,False,False
1737,4046q1,True,False
1738,4046q2,True,False
1739,4048a1,False,False
1740,4048j1,True,False
1741,4048j2,True,False
1742,4053f1,False,False
1743,4053f2,False,False
1744,4056o1,False,False
1745,4056o2,False,False
1746,4056p1,False,False
1747,4056p2,False,False
1748,4067a1,False,False
1749,4067a2,False,False
1750,4067b1,False,False
1751,4067b2,False,False
1752,4074e1,False,False
1753,4074e2,False,False
1754,4074g1,False,False
1755,4074g2,False,False
1756,4098g1,False,False
1757,4098h1,False,False
1758,4098h2,False,False
1759,4101a1,False,False
1760,4112b1,False,False
1761,4112g1,False,True
1762,4114b1,True,False
1763,4114b2,True,False
1764,4114b3,True,False
1765,4114b4,True,False
1766,4118a1,False,False
1767,4119b1,False,False
1768,4122a1,False,False
1769,4122a2,False,False
1770,4128a1,False,False
1771,4128a2,False,False
1772,4128d1,True,False
1773,4128d2,True,False
1774,4128k1,True,False
1775,4128m1,True,False
1776,4136c1,False,False
1777,4158r1,False,False
1778,4161a1,False,False
1779,4161a2,False,False
1780,4176a1,True,True
1781,4176g1,False,False
1782,4176x1,False,False
1783,4182a1,False,True
1784,4182a2,False,True
1785,4182c1,False,False
1786,4182c2,False,False
1787,4194b1,False,False
1788,4194b2,False,False
1789,4194c1,False,False
1790,4194c2,False,False
1791,4198a1,False,False
1792,4199a1,False,False
1793,4199a2,False,False
1794,4209b1,False,False
1795,4212a1,False,False
1796,4212a2,False,False
1797,4214d1,False,False
1798,4214e1,True,False
1799,4216a1,False,False
1800,4221g1,False,True
1801,4221g2,False,True
1802,4221h1,False,False
1803,4224a1,True,False
1804,4224a2,True,False
1805,4224k1,True,True
1806,4224k2,True,True
1807,4224l1,False,False
1808,4224l2,False,False
1809,4224m1,True,False
1810,4224m2,True,False
1811,4224n1,True,False
1812,4224n2,True,False
1813,4224o1,False,False
1814,4224o2,False,False
1815,4224q1,False,False
1816,4224q2,False,False
1817,4224r1,True,False
1818,4224r2,True,False
1819,4224s1,False,False
1820,4224s2,False,False
1821,4224t1,False,False
1822,4224t2,False,False
1823,4251b1,False,False
1824,4251b2,False,False
1825,4262a1,False,False
1826,4266f1,False,False
1827,4288e1,False,False
1828,4308a1,False,True
1829,4308b1,True,False
1830,4312i1,False,False
1831,4312i2,False,False
1832,4312j1,False,False
1833,4312j2,False,False
1834,4314c1,False,False
1835,4314c2,False,False
1836,4318b1,True,False
1837,4318b2,True,False
1838,4318b3,True,False
1839,4318b4,True,False
1840,4319a1,False,False
1841,4319a2,False,False
1842,4326a1,False,True
1843,4326c1,False,False
1844,4326c2,False,False
1845,4326i1,False,False
1846,4326i2,False,False
1847,4329b1,True,False
1848,4352a1,False,False
1849,4352a2,False,False
1850,4352b1,True,False
1851,4352b2,True,False
1852,4356a1,False,False
1853,4356a2,False,False
1854,4356b1,False,False
1855,4356b2,False,False
1856,4356c1,False,False
1857,4356c2,False,False
1858,4356c3,False,False
1859,4356c4,False,False
1860,4362c1,False,False
1861,4367b1,False,False
1862,4368a1,False,True
1863,4368a2,False,True
1864,4368l1,False,False
1865,4368l2,False,False
1866,4376e1,False,False
1867,4376f1,False,False
1868,4378a1,False,False
1869,4378b1,False,False
1870,4386a1,True,True
1871,4386g1,True,False
1872,4386g2,True,False
1873,4386k1,False,False
1874,4386k2,False,False
1875,4404a1,False,False
1876,4416a1,False,False
1877,4416a2,False,False
1878,4416a3,False,False
1879,4416a4,False,False
1880,4416b1,False,False
1881,4416b2,False,False
1882,4416c1,True,False
1883,4416c2,True,False
1884,4416j1,True,False
1885,4416j2,True,False
1886,4416k1,False,False
1887,4416k2,False,False
1888,4416t1,False,False
1889,4416t2,False,False
1890,4416x1,False,False
1891,4416x2,False,False
1892,4418a1,True,True
1893,4418a2,True,True
1894,4422e1,False,False
1895,4422e2,False,False
1896,4422k1,False,False
1897,4422k2,False,False
1898,4428c1,False,False
1899,4428c2,False,False
1900,4428d1,False,False
1901,4428d2,False,False
1902,4432b1,False,False
1903,4432b2,False,False
1904,4434a1,True,False
1905,4434j1,True,False
1906,4446l1,True,False
1907,4446l2,True,False
1908,4446n1,False,False
1909,4446u1,False,False
1910,4446u2,False,False
1911,4458e1,False,False
1912,4458e2,False,False
1913,4464a1,False,False
1914,4464a2,False,False
1915,4464b1,False,True
1916,4464b2,False,True
1917,4472b1,False,False
1918,4472b2,False,False
1919,4474a1,False,False
1920,4477b1,False,False
1921,4477b2,False,False
1922,4477b3,False,False
1923,4478a1,False,True
1924,4486a1,False,False
1925,4489a1,False,False
1926,4497a1,False,True
1927,4502a1,False,True
1928,4502b1,False,False
1929,4502b2,False,False
1930,4506b1,False,False
1931,4508a1,False,False
1932,4508b1,True,False
1933,4508b2,True,False
1934,4524b1,False,False
1935,4524b2,False,False
1936,4526a1,False,False
1937,4526d1,False,False
1938,4526d2,False,False
1939,4528d1,False,False
1940,4544a1,True,False
1941,4544c1,False,False
1942,4544c2,False,False
1943,4544o1,False,False
1944,4544o2,False,False
1945,4546b1,False,True
1946,4546b2,False,True
1947,4554l1,False,False
1948,4554l2,False,False
1949,4554s1,False,False
1950,4554s2,False,False
1951,4554t1,False,False
1952,4554u1,False,False
1953,4554u2,False,False
1954,4557d1,False,False
1955,4557d2,False,False
1956,4557k1,False,False
1957,4557k2,False,False
1958,4563a1,False,False
1959,4563a2,False,False
1960,4563b1,False,False
1961,4563b2,False,False
1962,4588c1,False,False
1963,4594a1,False,False
1964,4594a2,False,False
1965,4598i1,False,False
1966,4598i2,False,False
1967,4598m1,False,True
1968,4598m2,False,True
1969,4598n1,True,False
1970,4598n2,True,False
1971,4598n3,True,False
1972,4599d1,False,False
1973,4599d2,False,False
1974,4602a1,True,True
1975,4602a2,True,True
1976,4603a1,False,False
1977,4617a1,False,True
1978,4617c1,False,True
1979,4624a1,False,False
1980,4624a2,False,False
1981,4624b1,False,False
1982,4624b2,False,False
1983,4624c1,True,False
1984,4624c2,True,False
1985,4632b1,True,False
1986,4632b2,True,False
1987,4632c1,False,False
1988,4638b1,False,False
1989,4638b2,False,False
1990,4641d1,False,False
1991,4641d2,False,False
1992,4642c1,False,False
1993,4642c2,False,False
1994,4656a1,True,True
1995,4656a2,True,True
1996,4656b1,True,False
1997,4656b2,True,False
1998,4656i1,False,False
1999,4656i2,False,False
2000,4656j1,False,False
2001,4656j2,False,False
2002,4656k1,False,False
2003,4656k2,False,False
2004,4658a1,False,False
2005,4658a2,False,False
2006,4662a1,False,False
2007,4662a2,False,False
2008,4662f1,True,False
2009,4662f2,True,False
2010,4664a1,False,True
2011,4672b1,False,False
2012,4672b2,False,False
2013,4672c1,False,True
2014,4672c2,False,True
2015,4674a1,False,False
2016,4674a2,False,False
2017,4674f1,False,False
2018,4674f2,False,False
2019,4674g1,False,False
2020,4678a1,False,False
2021,4688c1,False,False
2022,4692c1,False,False
2023,4698h1,False,False
2024,4704a1,False,False
2025,4704b1,False,False
2026,4704k1,False,True
2027,4704l1,False,False
2028,4704l2,False,False
2029,4704m1,True,True
2030,4704r1,False,False
2031,4704s1,False,False
2032,4704s2,False,False
2033,4704y1,True,False
2034,4706c1,False,False
2035,4714b1,False,False
2036,4719h1,False,False
2037,4719i1,False,False
2038,4719i2,False,False
2039,4726a1,False,False
2040,4726a2,False,False
2041,4728a1,False,False
2042,4734d1,False,False
2043,4734d2,False,False
2044,4734e1,False,False
2045,4734e2,False,False
2046,4746d1,False,False
2047,4746d2,False,False
2048,4748a1,False,False
2049,4752d1,True,False
2050,4752k1,False,True
2051,4752k2,False,True
2052,4752o1,False,False
2053,4752o2,False,False
2054,4758f1,False,False
2055,4758f2,False,False
2056,4761c1,False,False
2057,4761c2,False,False
2058,4761g1,False,True
2059,4763a1,False,False
2060,4774c1,False,False
2061,4774c2,False,False
2062,4776a1,False,False
2063,4778a1,False,False
2064,4784e1,False,False
2065,4784e2,False,False
2066,4788a1,False,True
2067,4788a2,False,True
2068,4794b1,False,True
2069,4794b2,False,True
2070,4794g1,False,False
2071,4794g2,False,False
2072,4797b1,False,True
2073,4806c1,False,True
2074,4806c2,False,True
2075,4806g1,False,False
2076,4806g2,False,False
2077,4809b1,False,False
2078,4816a1,False,False
2079,4818c1,False,False
2080,4818c2,False,False
2081,4818d1,False,False
2082,4818d2,False,False
2083,4823a1,False,False
2084,4823a2,False,False
2085,4826a1,False,False
2086,4827b1,False,False
2087,4827e1,False,False
2088,4837a1,False,False
2089,4848j1,False,False
2090,4848o1,False,False
2091,4851h1,False,False
2092,4851i1,True,True
2093,4852a1,False,False
2094,4862c1,True,False
2095,4862c2,True,False
2096,4862c3,True,False
2097,4862c4,True,False
2098,4864a1,False,False
2099,4864a2,False,False
2100,4864b1,False,False
2101,4864c1,False,False
2102,4864m1,True,False
2103,4864m2,True,False
2104,4864o1,False,False
2105,4864p1,False,False
2106,4872a1,False,False
2107,4872a2,False,False
2108,4872b1,False,False
2109,4872b2,False,False
2110,4874a1,False,False
2111,4874e1,True,False
2112,4878d1,False,True
2113,4878d2,False,True
2114,4878e1,False,False
2115,4884c1,False,False
2116,4884c2,False,False
2117,4896d1,False,False
2118,4896d2,False,False
2119,4896e1,False,False
2120,4896e2,False,False
2121,4902e1,False,False
2122,4902j1,False,False
2123,4902j2,False,False
2124,4914g1,True,False
2125,4914g2,True,False
2126,4914g3,True,False
2127,4914k1,True,False
2128,4914z1,False,False
2129,4914z2,False,False
2130,4914ba1,False,False
2131,4914ba2,False,False
2132,4914ba3,False,False
2133,4928a1,False,True
2134,4928a2,False,True
2135,4928l1,True,False
2136,4928l2,True,False
2137,4928z1,False,False
2138,4928z2,False,False
2139,4928ba1,False,False
2140,4928ba2,False,False
2141,4928be1,True,False
2142,4928be2,True,False
2143,4949e1,False,False
2144,4952b1,False,False
2145,4953a1,True,False
2146,4953a2,True,False
2147,4974c1,False,False
2148,4974f1,False,False
2149,4977a1,False,False
2150,4977a2,False,False
2151,4978d1,False,False
2152,4981b1,False,False
2153,4981b2,False,False
2154,4982b1,False,True
2155,4986a1,False,False
2156,4992a1,False,False
2157,4992a2,False,False
2158,4992e1,True,False
2159,4992e2,True,False
2160,4992g1,False,False
2161,4992g2,False,False
2162,4998g1,False,False
2163,4998g2,False,False
2164,4998g3,False,False
2165,4998g4,False,False
2166,5013b1,False,True
2167,5013b2,False,True
2168,5013d1,False,False
2169,5022a1,False,True
2170,5026a1,False,False
2171,5028b1,False,False
2172,5028b2,False,False
2173,5034b1,False,False
2174,5037a1,False,False
2175,5037a2,False,False
2176,5037b1,False,True
2177,5037b2,False,True
2178,5053a1,False,False
2179,5053a2,False,False
2180,5058c1,False,False
2181,5068c1,False,False
2182,5074c1,False,True
2183,5076b1,False,True
2184,5082a1,False,False
2185,5082a2,False,False
2186,5082j1,False,False
2187,5082j2,False,False
2188,5082j3,False,False
2189,5082j4,False,False
2190,5083e1,False,False
2191,5088d1,False,False
2192,5094f1,False,False
2193,5096c1,False,False
2194,5106c1,False,True
2195,5106c2,False,True
2196,5106e1,False,False
2197,5123a1,False,False
2198,5124a1,False,True
2199,5124a2,False,True
2200,5124c1,False,False
2201,5124c2,False,False
2202,5124c3,False,False
2203,5124c4,False,False
2204,5133a1,False,False
2205,5134c1,False,False
2206,5134c2,False,False
2207,5142d1,False,False
2208,5148e1,False,False
2209,5148e2,False,False
2210,5148e3,False,False
2211,5148e4,False,False
2212,5148f1,False,False
2213,5148f2,False,False
2214,5152c1,False,True
2215,5152c2,False,True
2216,5152e1,False,False
2217,5152e2,False,False
2218,5159b1,False,True
2219,5159b2,False,True
2220,5168j1,False,False
2221,5168j2,False,False
2222,5168j3,False,False
2223,5168j4,False,False
2224,5172b1,False,True
2225,5178e1,False,False
2226,5178k1,False,False
2227,5178l1,True,True
2228,5178l2,True,True
2229,5181d1,False,False
2230,5181d2,False,False
2231,5184a1,False,False
2232,5184a2,False,False
2233,5184a3,False,False
2234,5184a4,False,False
2235,5184bd1,False,True
2236,5184bd2,False,True
2237,5184bd3,False,True
2238,5184bd4,False,True
2239,5187l1,False,False
2240,5187l2,False,False
2241,5187l3,False,False
2242,5193b1,False,True
2243,5193b2,False,True
2244,5194b1,False,False
2245,5194b2,False,False
2246,5194n1,True,False
2247,5194n2,True,False
2248,5196a1,False,False
2249,5202g1,False,False
2250,5202g2,False,False
2251,5202h1,True,False
2252,5202h2,True,False
2253,5202h3,True,False
2254,5202h4,True,False
2255,5208d1,True,False
2256,5208d2,True,False
2257,5208k1,False,False
2258,5208k2,False,False
2259,5208n1,False,False
2260,5208n2,False,False
2261,5232a1,False,False
2262,5232i1,False,False
2263,5237a1,False,False
2264,5238a1,False,False
2265,5238e1,False,False
2266,5252b1,False,False
2267,5252b2,False,False
2268,5256j1,False,False
2269,5256j2,False,False
2270,5264c1,False,False
2271,5264c2,False,False
2272,5271b1,False,False
2273,5271c1,False,False
2274,5274a1,False,False
2275,5274f1,False,True
2276,5274g1,False,False
2277,5282a1,False,False
2278,5286a1,True,False
2279,5292b1,False,False
2280,5292b2,False,False
2281,5292c1,False,False
2282,5292c2,False,False
2283,5292h1,False,False
2284,5292h2,False,False
2285,5292i1,False,False
2286,5292i2,False,False
2287,5298b1,False,False
2288,5304a1,False,False
2289,5304a2,False,False
2290,5304d1,False,False
2291,5304d2,False,False
2292,5304e1,False,True
2293,5304e2,False,True
2294,5304f1,False,True
2295,5304f2,False,True
2296,5304h1,False,False
2297,5304h2,False,False
2298,5306a1,False,False
2299,5306a2,False,False
2300,5307a1,False,False
2301,5307b1,False,False
2302,5312a1,False,False
2303,5312b1,True,False
2304,5312o1,False,False
2305,5313c1,False,False
2306,5313c2,False,False
2307,5316b1,False,False
2308,5316b2,False,False
2309,5319b1,True,False
2310,5322b1,False,False
2311,5322b2,False,False
2312,5328d1,False,False
2313,5328d2,False,False
2314,5328e1,False,False
2315,5328o1,False,False
2316,5328o2,False,False
2317,5328p1,False,True
2318,5331b1,False,False
2319,5331b2,False,False
2320,5341b1,False,False
2321,5348a1,False,True
2322,5348a2,False,True
2323,5353a1,False,False
2324,5353b1,False,False
2325,5362d1,False,False
2326,5362d2,False,False
2327,5368a1,False,False
2328,5376a1,False,True
2329,5376a2,False,True
2330,5376e1,False,False
2331,5376e2,False,False
2332,5376h1,False,True
2333,5376h2,False,True
2334,5376j1,False,False
2335,5376j2,False,False
2336,5382a1,False,False
2337,5382a2,False,False
2338,5382h1,False,False
2339,5382h2,False,False
2340,5382n1,False,False
2341,5382n2,False,False
2342,5382o1,False,False
2343,5382o2,False,False
2344,5394e1,False,False
2345,5394e2,False,False
2346,5406h1,False,False
2347,5406h2,False,False
2348,5406i1,False,False
2349,5406i2,False,False
2350,5406j1,False,False
2351,5416a1,False,False
2352,5417a1,False,False
2353,5418g1,False,False
2354,5418g2,False,False
2355,5426a1,False,False
2356,5426a2,False,False
2357,5432b1,False,False
2358,5436a1,True,False
2359,5436b1,False,True
2360,5443a1,False,False
2361,5446a1,False,False
2362,5446a2,False,False
2363,5446b1,True,False
2364,5448a1,True,False
2365,5454e1,False,False
2366,5456d1,False,False
2367,5456h1,False,False
2368,5456h2,False,False
2369,5456h3,False,False
2370,5458b1,False,False
2371,5468a1,False,False
2372,5472i1,False,False
2373,5472i2,False,False
2374,5472j1,False,False
2375,5472r1,True,False
2376,5472r2,True,False
2377,5474d1,False,False
2378,5474d2,False,False
2379,5478e1,False,False
2380,5478e2,False,False
2381,5478e3,False,False
2382,5478e4,False,False
2383,5478h1,False,False
2384,5478i1,False,False
2385,5478i2,False,False
2386,5478j1,False,False
2387,5478j2,False,False
2388,5478k1,False,False
2389,5478k2,False,False
2390,5478o1,False,False
2391,5478o2,False,False
2392,5478p1,False,False
2393,5478p2,False,False
2394,5496b1,False,False
2395,5499g1,False,False
2396,5502g1,False,False
2397,5502g2,False,False
2398,5503a1,False,True
2399,5522a1,False,False
2400,5522b1,False,False
2401,5522b2,False,False
2402,5523a1,False,False
2403,5523d1,False,True
2404,5526c1,False,False
2405,5526c2,False,False
2406,5529a1,False,False
2407,5537a1,False,False
2408,5537a2,False,False
2409,5546b1,False,False
2410,5548a1,False,True
2411,5552b1,False,False
2412,5554a1,False,False
2413,5554a2,False,False
2414,5564a1,False,True
2415,5564a2,False,True
2416,5568a1,False,False
2417,5568l1,False,False
2418,5568u1,False,False
2419,5574a1,False,False
2420,5576a1,True,False
2421,5576a2,True,False
2422,5576g1,False,False
2423,5576h1,False,False
2424,5577c1,False,False
2425,5577c2,False,False
2426,5578a1,False,False
2427,5586g1,False,False
2428,5586g2,False,False
2429,5586q1,False,False
