Conductor,Rank,mu_7,lam_7,lam_7_MW
579b1,1,0.0,1.0,1.0
580a1,1,0.0,1.0,1.0
580a1,1,0.0,1.0,1.0
585f1,1,0.0,1.0,1.0
585f1,1,0.0,1.0,1.0
598a1,1,0.0,1.0,1.0
598a1,1,0.0,1.0,1.0
600a1,1,0.0,1.0,1.0
600a1,1,0.0,1.0,1.0
605b1,1,0.0,1.0,1.0
605b1,1,0.0,1.0,1.0
612c1,1,0.0,1.0,1.0
612c1,1,0.0,1.0,1.0
615b1,1,0.0,1.0,1.0
615b1,1,0.0,1.0,1.0
624a1,1,0.0,1.0,1.0
624a1,1,0.0,1.0,1.0
626a1,1,0.0,1.0,1.0
626a1,1,0.0,1.0,1.0
648a1,1,0.0,1.0,1.0
648a1,1,0.0,1.0,1.0
650a1,1,0.0,1.0,1.0
650a1,1,0.0,1.0,1.0
650c1,1,0.0,1.0,1.0
650c1,1,0.0,1.0,1.0
660b1,1,0.0,1.0,1.0
660b1,1,0.0,1.0,1.0
663b1,1,0.0,1.0,1.0
663b1,1,0.0,1.0,1.0
674a1,1,0.0,1.0,1.0
674a1,1,0.0,1.0,1.0
675b1,1,0.0,1.0,1.0
675b1,1,0.0,1.0,1.0
675i1,1,0.0,1.0,1.0
675i1,1,0.0,1.0,1.0
680a1,1,0.0,1.0,1.0
680a1,1,0.0,1.0,1.0
684b1,1,0.0,1.0,1.0
684b1,1,0.0,1.0,1.0
704l1,1,0.0,1.0,1.0
704l1,1,0.0,1.0,1.0
706a1,1,0.0,1.0,1.0
706a1,1,0.0,1.0,1.0
706d1,1,0.0,1.0,1.0
706d1,1,0.0,1.0,1.0
715b1,1,0.0,1.0,1.0
715b1,1,0.0,1.0,1.0
731a1,1,0.0,1.0,1.0
731a1,1,0.0,1.0,1.0
747a1,1,0.0,1.0,1.0
747a1,1,0.0,1.0,1.0
747c1,1,0.0,1.0,1.0
747c1,1,0.0,1.0,1.0
752a1,1,0.0,1.0,1.0
752a1,1,0.0,1.0,1.0
755b1,1,0.0,1.0,1.0
755b1,1,0.0,1.0,1.0
760d1,1,0.0,1.0,1.0
760d1,1,0.0,1.0,1.0
760e1,1,0.0,1.0,1.0
760e1,1,0.0,1.0,1.0
775a1,1,0.0,1.0,1.0
775a1,1,0.0,1.0,1.0
792d1,1,0.0,1.0,1.0
792d1,1,0.0,1.0,1.0
794c1,1,0.0,1.0,1.0
794c1,1,0.0,1.0,1.0
797a1,1,0.0,1.0,1.0
797a1,1,0.0,1.0,1.0
800a1,1,0.0,1.0,1.0
800a1,1,0.0,1.0,1.0
800h1,1,0.0,1.0,1.0
800h1,1,0.0,1.0,1.0
804b1,1,0.0,1.0,1.0
804b1,1,0.0,1.0,1.0
816g1,1,0.0,1.0,1.0
816g1,1,0.0,1.0,1.0
836a1,1,0.0,1.0,1.0
836a1,1,0.0,1.0,1.0
846b1,1,0.0,1.0,1.0
846b1,1,0.0,1.0,1.0
846c1,1,0.0,1.0,1.0
846c1,1,0.0,1.0,1.0
850l1,1,0.0,1.0,1.0
850l1,1,0.0,1.0,1.0
856d1,1,0.0,1.0,1.0
856d1,1,0.0,1.0,1.0
870a1,1,0.0,1.0,1.0
870a1,1,0.0,1.0,1.0
872a1,1,0.0,1.0,1.0
872a1,1,0.0,1.0,1.0
880h1,1,0.0,1.0,1.0
880h1,1,0.0,1.0,1.0
885b1,1,0.0,1.0,1.0
885b1,1,0.0,1.0,1.0
886e1,1,0.0,1.0,1.0
886e1,1,0.0,1.0,1.0
888b1,1,0.0,1.0,1.0
888b1,1,0.0,1.0,1.0
890f1,1,0.0,1.0,1.0
890f1,1,0.0,1.0,1.0
894a1,1,0.0,1.0,1.0
894a1,1,0.0,1.0,1.0
894b1,1,0.0,1.0,1.0
894b1,1,0.0,1.0,1.0
895a1,1,0.0,1.0,1.0
895a1,1,0.0,1.0,1.0
906b1,1,0.0,1.0,1.0
906b1,1,0.0,1.0,1.0
915b1,1,0.0,1.0,1.0
915b1,1,0.0,1.0,1.0
920d1,1,0.0,1.0,1.0
920d1,1,0.0,1.0,1.0
928b1,1,0.0,1.0,1.0
928b1,1,0.0,1.0,1.0
930a1,1,0.0,1.0,1.0
930a1,1,0.0,1.0,1.0
930m1,1,0.0,1.0,1.0
930m1,1,0.0,1.0,1.0
936e1,1,0.0,1.0,1.0
936e1,1,0.0,1.0,1.0
936g1,1,0.0,1.0,1.0
936g1,1,0.0,1.0,1.0
960a1,1,0.0,1.0,1.0
960a1,1,0.0,1.0,1.0
960k1,1,0.0,1.0,1.0
960k1,1,0.0,1.0,1.0
960l1,1,0.0,1.0,1.0
960l1,1,0.0,1.0,1.0
975a1,1,0.0,1.0,1.0
975a1,1,0.0,1.0,1.0
984c1,1,0.0,1.0,1.0
984c1,1,0.0,1.0,1.0
990a1,1,0.0,1.0,1.0
990a1,1,0.0,1.0,1.0
1017d1,1,0.0,1.0,1.0
1017d1,1,0.0,1.0,1.0
1040b1,1,0.0,1.0,1.0
1040b1,1,0.0,1.0,1.0
1056i1,1,0.0,1.0,1.0
1056i1,1,0.0,1.0,1.0
1062c1,1,0.0,1.0,1.0
1062c1,1,0.0,1.0,1.0
1066e1,1,0.0,1.0,1.0
1066e1,1,0.0,1.0,1.0
1080a1,1,0.0,1.0,1.0
1080a1,1,0.0,1.0,1.0
1090g1,1,0.0,1.0,1.0
1090g1,1,0.0,1.0,1.0
1091a1,1,0.0,1.0,1.0
1091a1,1,0.0,1.0,1.0
1095a1,1,0.0,1.0,1.0
1095a1,1,0.0,1.0,1.0
1096b1,1,0.0,1.0,1.0
1096b1,1,0.0,1.0,1.0
1098h1,1,0.0,1.0,1.0
1098h1,1,0.0,1.0,1.0
1100c1,1,0.0,1.0,1.0
1100c1,1,0.0,1.0,1.0
1102c1,1,0.0,1.0,1.0
1102c1,1,0.0,1.0,1.0
1111a1,1,0.0,1.0,1.0
1111a1,1,0.0,1.0,1.0
1111b1,1,0.0,1.0,1.0
1111b1,1,0.0,1.0,1.0
1130a1,1,0.0,1.0,1.0
1130a1,1,0.0,1.0,1.0
1131a1,1,0.0,1.0,1.0
1131a1,1,0.0,1.0,1.0
1138a1,1,0.0,1.0,1.0
1138a1,1,0.0,1.0,1.0
1143a1,1,0.0,1.0,1.0
1143a1,1,0.0,1.0,1.0
1149b1,1,0.0,1.0,1.0
1149b1,1,0.0,1.0,1.0
1160b1,1,0.0,1.0,1.0
1160b1,1,0.0,1.0,1.0
1170c1,1,0.0,1.0,1.0
1170c1,1,0.0,1.0,1.0
1178d1,1,0.0,1.0,1.0
1178d1,1,0.0,1.0,1.0
1200a1,1,0.0,1.0,1.0
1200a1,1,0.0,1.0,1.0
1210a1,1,0.0,1.0,1.0
1210a1,1,0.0,1.0,1.0
1224e1,1,0.0,1.0,1.0
1224e1,1,0.0,1.0,1.0
1230c1,1,0.0,1.0,1.0
1230c1,1,0.0,1.0,1.0
1236a1,1,0.0,1.0,1.0
1236a1,1,0.0,1.0,1.0
1240e1,1,0.0,1.0,1.0
1240e1,1,0.0,1.0,1.0
1248e1,1,0.0,1.0,1.0
1248e1,1,0.0,1.0,1.0
1248h1,1,0.0,1.0,1.0
1248h1,1,0.0,1.0,1.0
1251d1,1,0.0,1.0,1.0
1251d1,1,0.0,1.0,1.0
1254c1,1,0.0,1.0,1.0
1254c1,1,0.0,1.0,1.0
1254h1,1,0.0,1.0,1.0
1254h1,1,0.0,1.0,1.0
1259a1,1,0.0,1.0,1.0
1259a1,1,0.0,1.0,1.0
1264i1,1,0.0,1.0,1.0
1264i1,1,0.0,1.0,1.0
1266a1,1,0.0,1.0,1.0
1266a1,1,0.0,1.0,1.0
1278h1,1,0.0,1.0,1.0
1278h1,1,0.0,1.0,1.0
1284c1,1,0.0,1.0,1.0
1284c1,1,0.0,1.0,1.0
1290e1,1,0.0,1.0,1.0
1290e1,1,0.0,1.0,1.0
1296a1,1,0.0,1.0,1.0
1296a1,1,0.0,1.0,1.0
1296b1,1,0.0,1.0,1.0
1296b1,1,0.0,1.0,1.0
1299d1,1,0.0,1.0,1.0
1299d1,1,0.0,1.0,1.0
1304b1,1,0.0,1.0,1.0
1304b1,1,0.0,1.0,1.0
1312a1,1,0.0,1.0,1.0
1312a1,1,0.0,1.0,1.0
1312b1,1,0.0,1.0,1.0
1312b1,1,0.0,1.0,1.0
1326b1,1,0.0,1.0,1.0
1326b1,1,0.0,1.0,1.0
1332a1,1,0.0,1.0,1.0
1332a1,1,0.0,1.0,1.0
1332b1,1,0.0,1.0,1.0
1332b1,1,0.0,1.0,1.0
1332c1,1,0.0,1.0,1.0
1332c1,1,0.0,1.0,1.0
1338a1,1,0.0,1.0,1.0
1338a1,1,0.0,1.0,1.0
1362c1,1,0.0,1.0,1.0
1362c1,1,0.0,1.0,1.0
1368a1,1,0.0,1.0,1.0
1368a1,1,0.0,1.0,1.0
1368g1,1,0.0,1.0,1.0
1368g1,1,0.0,1.0,1.0
1394a1,1,0.0,1.0,1.0
1394a1,1,0.0,1.0,1.0
1395d1,1,0.0,1.0,1.0
1395d1,1,0.0,1.0,1.0
1398a1,1,0.0,1.0,1.0
1398a1,1,0.0,1.0,1.0
1405a1,1,0.0,1.0,1.0
1405a1,1,0.0,1.0,1.0
1406c1,1,0.0,1.0,1.0
1406c1,1,0.0,1.0,1.0
1410j1,1,0.0,1.0,1.0
1410j1,1,0.0,1.0,1.0
1424d1,1,0.0,1.0,1.0
1424d1,1,0.0,1.0,1.0
1424e1,1,0.0,1.0,1.0
1424e1,1,0.0,1.0,1.0
1425a1,1,0.0,1.0,1.0
1425a1,1,0.0,1.0,1.0
1426d1,1,0.0,1.0,1.0
1426d1,1,0.0,1.0,1.0
1440j1,1,0.0,1.0,1.0
1440j1,1,0.0,1.0,1.0
1444b1,1,0.0,1.0,1.0
1444b1,1,0.0,1.0,1.0
1450d1,1,0.0,1.0,1.0
1450d1,1,0.0,1.0,1.0
1450g1,1,0.0,1.0,1.0
1450g1,1,0.0,1.0,1.0
1454b1,1,0.0,1.0,1.0
1454b1,1,0.0,1.0,1.0
1464f1,1,0.0,1.0,1.0
1464f1,1,0.0,1.0,1.0
1466a1,1,0.0,1.0,1.0
1466a1,1,0.0,1.0,1.0
1478a1,1,0.0,1.0,1.0
1478a1,1,0.0,1.0,1.0
1482d1,1,0.0,1.0,1.0
1482d1,1,0.0,1.0,1.0
1492a1,1,0.0,1.0,1.0
1492a1,1,0.0,1.0,1.0
1506f1,1,0.0,1.0,1.0
1506f1,1,0.0,1.0,1.0
1507a1,1,0.0,1.0,1.0
1507a1,1,0.0,1.0,1.0
1510a1,1,0.0,1.0,1.0
1510a1,1,0.0,1.0,1.0
1518f1,1,0.0,1.0,1.0
1518f1,1,0.0,1.0,1.0
1520b1,1,0.0,1.0,1.0
1520b1,1,0.0,1.0,1.0
1530e1,1,0.0,1.0,1.0
1530e1,1,0.0,1.0,1.0
1550b1,1,0.0,1.0,1.0
1550b1,1,0.0,1.0,1.0
1550c1,1,0.0,1.0,1.0
1550c1,1,0.0,1.0,1.0
1560i1,1,0.0,1.0,1.0
1560i1,1,0.0,1.0,1.0
1570a1,1,0.0,1.0,1.0
1570a1,1,0.0,1.0,1.0
1580a1,1,0.0,1.0,1.0
1580a1,1,0.0,1.0,1.0
1584g1,1,0.0,1.0,1.0
1584g1,1,0.0,1.0,1.0
1590a1,1,0.0,1.0,1.0
1590a1,1,0.0,1.0,1.0
1590i1,1,0.0,1.0,1.0
1590i1,1,0.0,1.0,1.0
1592a1,1,0.0,1.0,1.0
1592a1,1,0.0,1.0,1.0
1600t1,1,0.0,1.0,1.0
1600t1,1,0.0,1.0,1.0
1600u1,1,0.0,1.0,1.0
1600u1,1,0.0,1.0,1.0
1602c1,1,0.0,1.0,1.0
1602c1,1,0.0,1.0,1.0
1611e1,1,0.0,1.0,1.0
1611e1,1,0.0,1.0,1.0
1628a1,1,0.0,1.0,1.0
1628a1,1,0.0,1.0,1.0
1632h1,1,0.0,1.0,1.0
1632h1,1,0.0,1.0,1.0
1650a1,1,0.0,1.0,1.0
1650a1,1,0.0,1.0,1.0
1650h1,1,0.0,1.0,1.0
1650h1,1,0.0,1.0,1.0
1670a1,1,0.0,1.0,1.0
1670a1,1,0.0,1.0,1.0
1677b1,1,0.0,1.0,1.0
1677b1,1,0.0,1.0,1.0
1690a1,1,0.0,1.0,1.0
1690a1,1,0.0,1.0,1.0
1710h1,1,0.0,1.0,1.0
1710h1,1,0.0,1.0,1.0
1712a1,1,0.0,1.0,1.0
1712a1,1,0.0,1.0,1.0
1712b1,1,0.0,1.0,1.0
1712b1,1,0.0,1.0,1.0
1725k1,1,0.0,1.0,1.0
1725k1,1,0.0,1.0,1.0
1725r1,1,0.0,1.0,1.0
1725r1,1,0.0,1.0,1.0
