Conductor,Rank,mu_11,lam_11,lam_11_MW
469b1,1,0.0,1.0,1.0
471a1,1,0.0,1.0,1.0
471a1,1,0.0,1.0,1.0
472e1,1,0.0,1.0,1.0
472e1,1,0.0,1.0,1.0
477a1,1,0.0,1.0,1.0
477a1,1,0.0,1.0,1.0
480f1,1,0.0,1.0,1.0
480f1,1,0.0,1.0,1.0
486b1,1,0.0,1.0,1.0
486b1,1,0.0,1.0,1.0
496f1,1,0.0,1.0,1.0
496f1,1,0.0,1.0,1.0
504f1,1,0.0,1.0,1.0
504f1,1,0.0,1.0,1.0
524a1,1,0.0,1.0,1.0
524a1,1,0.0,1.0,1.0
525a1,1,0.0,1.0,1.0
525a1,1,0.0,1.0,1.0
530b1,1,0.0,1.0,1.0
530b1,1,0.0,1.0,1.0
530c1,1,0.0,1.0,1.0
530c1,1,0.0,1.0,1.0
542b1,1,0.0,1.0,1.0
542b1,1,0.0,1.0,1.0
574a1,1,0.0,1.0,1.0
574a1,1,0.0,1.0,1.0
574f1,1,0.0,1.0,1.0
574f1,1,0.0,1.0,1.0
575e1,1,0.0,1.0,1.0
575e1,1,0.0,1.0,1.0
576a1,1,0.0,1.0,1.0
576a1,1,0.0,1.0,1.0
582c1,1,0.0,1.0,1.0
582c1,1,0.0,1.0,1.0
586c1,1,0.0,1.0,1.0
586c1,1,0.0,1.0,1.0
609a1,1,0.0,1.0,1.0
609a1,1,0.0,1.0,1.0
620a1,1,0.0,1.0,1.0
620a1,1,0.0,1.0,1.0
624f1,1,0.0,1.0,1.0
624f1,1,0.0,1.0,1.0
624g1,1,0.0,1.0,1.0
624g1,1,0.0,1.0,1.0
626a1,1,0.0,1.0,1.0
626a1,1,0.0,1.0,1.0
639a1,1,0.0,1.0,1.0
639a1,1,0.0,1.0,1.0
650a1,1,0.0,1.0,1.0
650a1,1,0.0,1.0,1.0
656a1,1,0.0,1.0,1.0
656a1,1,0.0,1.0,1.0
659a1,1,0.0,1.0,1.0
659a1,1,0.0,1.0,1.0
665c1,1,0.0,1.0,1.0
665c1,1,0.0,1.0,1.0
669a1,1,0.0,1.0,1.0
669a1,1,0.0,1.0,1.0
700e1,1,0.0,1.0,1.0
700e1,1,0.0,1.0,1.0
720e1,1,0.0,1.0,1.0
720e1,1,0.0,1.0,1.0
732c1,1,0.0,1.0,1.0
732c1,1,0.0,1.0,1.0
735c1,1,0.0,1.0,1.0
735c1,1,0.0,1.0,1.0
742e1,1,0.0,1.0,1.0
742e1,1,0.0,1.0,1.0
744a1,1,0.0,1.0,1.0
744a1,1,0.0,1.0,1.0
747a1,1,0.0,1.0,1.0
747a1,1,0.0,1.0,1.0
756b1,1,0.0,1.0,1.0
756b1,1,0.0,1.0,1.0
768b1,1,0.0,1.0,1.0
768b1,1,0.0,1.0,1.0
768h1,1,0.0,1.0,1.0
768h1,1,0.0,1.0,1.0
777e1,1,0.0,1.0,1.0
777e1,1,0.0,1.0,1.0
782a1,1,0.0,1.0,1.0
782a1,1,0.0,1.0,1.0
784j1,1,0.0,1.0,1.0
784j1,1,0.0,1.0,1.0
794b1,1,0.0,1.0,1.0
794b1,1,0.0,1.0,1.0
794d1,1,0.0,1.0,1.0
794d1,1,0.0,1.0,1.0
799b1,1,0.0,1.0,1.0
799b1,1,0.0,1.0,1.0
800a1,1,0.0,1.0,1.0
800a1,1,0.0,1.0,1.0
800h1,1,0.0,1.0,1.0
800h1,1,0.0,1.0,1.0
806a1,1,0.0,1.0,1.0
806a1,1,0.0,1.0,1.0
806d1,1,0.0,1.0,1.0
806d1,1,0.0,1.0,1.0
815a1,1,0.0,1.0,1.0
815a1,1,0.0,1.0,1.0
816a1,1,0.0,1.0,1.0
816a1,1,0.0,1.0,1.0
816j1,1,0.0,1.0,1.0
816j1,1,0.0,1.0,1.0
819a1,1,0.0,1.0,1.0
819a1,1,0.0,1.0,1.0
819b1,1,0.0,1.0,1.0
819b1,1,0.0,1.0,1.0
829a1,1,0.0,1.0,1.0
829a1,1,0.0,1.0,1.0
846c1,1,0.0,1.0,1.0
846c1,1,0.0,1.0,1.0
850k1,1,0.0,1.0,1.0
850k1,1,0.0,1.0,1.0
870a1,1,0.0,1.0,1.0
870a1,1,0.0,1.0,1.0
870c1,1,0.0,1.0,1.0
870c1,1,0.0,1.0,1.0
873c1,1,0.0,1.0,1.0
873c1,1,0.0,1.0,1.0
876a1,1,0.0,1.0,1.0
876a1,1,0.0,1.0,1.0
888c1,1,0.0,1.0,1.0
888c1,1,0.0,1.0,1.0
897c1,1,0.0,1.0,1.0
897c1,1,0.0,1.0,1.0
900c1,1,0.0,1.0,1.0
900c1,1,0.0,1.0,1.0
900e1,1,0.0,1.0,1.0
900e1,1,0.0,1.0,1.0
901b1,1,0.0,1.0,1.0
901b1,1,0.0,1.0,1.0
901e1,1,0.0,1.0,1.0
901e1,1,0.0,1.0,1.0
901f1,1,0.0,1.0,1.0
901f1,1,0.0,1.0,1.0
910c1,1,0.0,1.0,1.0
910c1,1,0.0,1.0,1.0
912g1,1,0.0,1.0,1.0
912g1,1,0.0,1.0,1.0
915b1,1,0.0,1.0,1.0
915b1,1,0.0,1.0,1.0
918c1,1,0.0,1.0,1.0
918c1,1,0.0,1.0,1.0
918f1,1,0.0,1.0,1.0
918f1,1,0.0,1.0,1.0
918h1,1,0.0,1.0,1.0
918h1,1,0.0,1.0,1.0
920b1,1,0.0,1.0,1.0
920b1,1,0.0,1.0,1.0
920c1,1,0.0,1.0,1.0
920c1,1,0.0,1.0,1.0
921b1,1,0.0,1.0,1.0
921b1,1,0.0,1.0,1.0
934a1,1,0.0,1.0,1.0
934a1,1,0.0,1.0,1.0
936e1,1,0.0,1.0,1.0
936e1,1,0.0,1.0,1.0
939b1,1,0.0,1.0,1.0
939b1,1,0.0,1.0,1.0
939c1,1,0.0,1.0,1.0
939c1,1,0.0,1.0,1.0
944a1,1,0.0,1.0,1.0
944a1,1,0.0,1.0,1.0
954e1,1,0.0,1.0,1.0
954e1,1,0.0,1.0,1.0
960a1,1,0.0,1.0,1.0
960a1,1,0.0,1.0,1.0
960m1,1,0.0,1.0,1.0
960m1,1,0.0,1.0,1.0
966a1,1,0.0,1.0,1.0
966a1,1,0.0,1.0,1.0
972c1,1,0.0,1.0,1.0
972c1,1,0.0,1.0,1.0
972d1,1,0.0,1.0,1.0
972d1,1,0.0,1.0,1.0
973b1,1,0.0,1.0,1.0
973b1,1,0.0,1.0,1.0
986f1,1,0.0,1.0,1.0
986f1,1,0.0,1.0,1.0
997a1,1,0.0,1.0,1.0
997a1,1,0.0,1.0,1.0
1002e1,1,0.0,1.0,1.0
1002e1,1,0.0,1.0,1.0
1008i1,1,0.0,1.0,1.0
1008i1,1,0.0,1.0,1.0
1014c1,1,0.0,1.0,1.0
1014c1,1,0.0,1.0,1.0
1026h1,1,0.0,1.0,1.0
1026h1,1,0.0,1.0,1.0
1051a1,1,0.0,1.0,1.0
1051a1,1,0.0,1.0,1.0
1066e1,1,0.0,1.0,1.0
1066e1,1,0.0,1.0,1.0
1080i1,1,0.0,1.0,1.0
1080i1,1,0.0,1.0,1.0
1086d1,1,0.0,1.0,1.0
1086d1,1,0.0,1.0,1.0
1088k1,1,0.0,1.0,1.0
1088k1,1,0.0,1.0,1.0
1092d1,1,0.0,1.0,1.0
1092d1,1,0.0,1.0,1.0
1092e1,1,0.0,1.0,1.0
1092e1,1,0.0,1.0,1.0
1104g1,1,0.0,1.0,1.0
1104g1,1,0.0,1.0,1.0
1106d1,1,0.0,1.0,1.0
1106d1,1,0.0,1.0,1.0
1120l1,1,0.0,1.0,1.0
1120l1,1,0.0,1.0,1.0
1130c1,1,0.0,1.0,1.0
1130c1,1,0.0,1.0,1.0
1136f1,1,0.0,1.0,1.0
1136f1,1,0.0,1.0,1.0
1140b1,1,0.0,1.0,1.0
1140b1,1,0.0,1.0,1.0
1145a1,1,0.0,1.0,1.0
1145a1,1,0.0,1.0,1.0
1154a1,1,0.0,1.0,1.0
1154a1,1,0.0,1.0,1.0
1158f1,1,0.0,1.0,1.0
1158f1,1,0.0,1.0,1.0
1160a1,1,0.0,1.0,1.0
1160a1,1,0.0,1.0,1.0
1160c1,1,0.0,1.0,1.0
1160c1,1,0.0,1.0,1.0
1161d1,1,0.0,1.0,1.0
1161d1,1,0.0,1.0,1.0
1167a1,1,0.0,1.0,1.0
1167a1,1,0.0,1.0,1.0
1170b1,1,0.0,1.0,1.0
1170b1,1,0.0,1.0,1.0
1170c1,1,0.0,1.0,1.0
1170c1,1,0.0,1.0,1.0
1170i1,1,0.0,1.0,1.0
1170i1,1,0.0,1.0,1.0
1173f1,1,0.0,1.0,1.0
1173f1,1,0.0,1.0,1.0
1176e1,1,0.0,1.0,1.0
1176e1,1,0.0,1.0,1.0
1176g1,1,0.0,1.0,1.0
1176g1,1,0.0,1.0,1.0
1179a1,1,0.0,1.0,1.0
1179a1,1,0.0,1.0,1.0
1184a1,1,0.0,1.0,1.0
1184a1,1,0.0,1.0,1.0
1186b1,1,0.0,1.0,1.0
1186b1,1,0.0,1.0,1.0
1194a1,1,0.0,1.0,1.0
1194a1,1,0.0,1.0,1.0
1206d1,1,0.0,1.0,1.0
1206d1,1,0.0,1.0,1.0
1211a1,1,0.0,1.0,1.0
1211a1,1,0.0,1.0,1.0
1218c1,1,0.0,1.0,1.0
1218c1,1,0.0,1.0,1.0
1225h1,1,0.0,1.0,1.0
1225h1,1,0.0,1.0,1.0
1230d1,1,0.0,1.0,1.0
1230d1,1,0.0,1.0,1.0
1236a1,1,0.0,1.0,1.0
1236a1,1,0.0,1.0,1.0
1236b1,1,0.0,1.0,1.0
1236b1,1,0.0,1.0,1.0
1246e1,1,0.0,1.0,1.0
1246e1,1,0.0,1.0,1.0
1246f1,1,0.0,1.0,1.0
1246f1,1,0.0,1.0,1.0
1246g1,1,0.0,1.0,1.0
1246g1,1,0.0,1.0,1.0
1246i1,1,0.0,1.0,1.0
1246i1,1,0.0,1.0,1.0
1248g1,1,0.0,1.0,1.0
1248g1,1,0.0,1.0,1.0
1260b1,1,0.0,1.0,1.0
1260b1,1,0.0,1.0,1.0
1278e1,1,0.0,1.0,1.0
1278e1,1,0.0,1.0,1.0
1284d1,1,0.0,1.0,1.0
1284d1,1,0.0,1.0,1.0
1288a1,1,0.0,1.0,1.0
1288a1,1,0.0,1.0,1.0
1288f1,1,0.0,1.0,1.0
1288f1,1,0.0,1.0,1.0
1302c1,1,0.0,1.0,1.0
1302c1,1,0.0,1.0,1.0
1314a1,1,0.0,1.0,1.0
1314a1,1,0.0,1.0,1.0
1314c1,1,0.0,1.0,1.0
1314c1,1,0.0,1.0,1.0
1318b1,1,0.0,1.0,1.0
1318b1,1,0.0,1.0,1.0
1323a1,1,0.0,1.0,1.0
1323a1,1,0.0,1.0,1.0
1326b1,1,0.0,1.0,1.0
1326b1,1,0.0,1.0,1.0
1330a1,1,0.0,1.0,1.0
1330a1,1,0.0,1.0,1.0
1330d1,1,0.0,1.0,1.0
1330d1,1,0.0,1.0,1.0
1330f1,1,0.0,1.0,1.0
1330f1,1,0.0,1.0,1.0
1344b1,1,0.0,1.0,1.0
1344b1,1,0.0,1.0,1.0
1344j1,1,0.0,1.0,1.0
1344j1,1,0.0,1.0,1.0
1344n1,1,0.0,1.0,1.0
1344n1,1,0.0,1.0,1.0
1344q1,1,0.0,1.0,1.0
1344q1,1,0.0,1.0,1.0
1350a1,1,0.0,1.0,1.0
1350a1,1,0.0,1.0,1.0
1356c1,1,0.0,1.0,1.0
1356c1,1,0.0,1.0,1.0
1357a1,1,0.0,1.0,1.0
1357a1,1,0.0,1.0,1.0
1358a1,1,0.0,1.0,1.0
1358a1,1,0.0,1.0,1.0
1358b1,1,0.0,1.0,1.0
1358b1,1,0.0,1.0,1.0
1368g1,1,0.0,1.0,1.0
1368g1,1,0.0,1.0,1.0
1370b1,1,0.0,1.0,1.0
1370b1,1,0.0,1.0,1.0
1378d1,1,0.0,1.0,1.0
1378d1,1,0.0,1.0,1.0
1380c1,1,0.0,1.0,1.0
1380c1,1,0.0,1.0,1.0
1394a1,1,0.0,1.0,1.0
1394a1,1,0.0,1.0,1.0
1394b1,1,0.0,1.0,1.0
1394b1,1,0.0,1.0,1.0
1406f1,1,0.0,1.0,1.0
1406f1,1,0.0,1.0,1.0
1421h1,1,0.0,1.0,1.0
1421h1,1,0.0,1.0,1.0
1424d1,1,0.0,1.0,1.0
1424d1,1,0.0,1.0,1.0
1425a1,1,0.0,1.0,1.0
1425a1,1,0.0,1.0,1.0
1426c1,1,0.0,1.0,1.0
1426c1,1,0.0,1.0,1.0
1426d1,1,0.0,1.0,1.0
1426d1,1,0.0,1.0,1.0
1434b1,1,0.0,1.0,1.0
1434b1,1,0.0,1.0,1.0
1435a1,1,0.0,1.0,1.0
1435a1,1,0.0,1.0,1.0
1440j1,1,0.0,1.0,1.0
1440j1,1,0.0,1.0,1.0
1455d1,1,0.0,1.0,1.0
1455d1,1,0.0,1.0,1.0
1456c1,1,0.0,1.0,1.0
1456c1,1,0.0,1.0,1.0
1464f1,1,0.0,1.0,1.0
1464f1,1,0.0,1.0,1.0
1470d1,1,0.0,1.0,1.0
1470d1,1,0.0,1.0,1.0
1472b1,1,0.0,1.0,1.0
1472b1,1,0.0,1.0,1.0
1472m1,1,0.0,1.0,1.0
1472m1,1,0.0,1.0,1.0
1479e1,1,0.0,1.0,1.0
1479e1,1,0.0,1.0,1.0
1484c1,1,0.0,1.0,1.0
1484c1,1,0.0,1.0,1.0
1488e1,1,0.0,1.0,1.0
1488e1,1,0.0,1.0,1.0
1488m1,1,0.0,1.0,1.0
1488m1,1,0.0,1.0,1.0
1492a1,1,0.0,1.0,1.0
1492a1,1,0.0,1.0,1.0
1495c1,1,0.0,1.0,1.0
1495c1,1,0.0,1.0,1.0
1497b1,1,0.0,1.0,1.0
1497b1,1,0.0,1.0,1.0
1520h1,1,0.0,1.0,1.0
1520h1,1,0.0,1.0,1.0
1520i1,1,0.0,1.0,1.0
1520i1,1,0.0,1.0,1.0
1520j1,1,0.0,1.0,1.0
1520j1,1,0.0,1.0,1.0
1521b1,1,0.0,1.0,1.0
1521b1,1,0.0,1.0,1.0
1522c1,1,0.0,1.0,1.0
1522c1,1,0.0,1.0,1.0
1522d1,1,0.0,1.0,1.0
1522d1,1,0.0,1.0,1.0
1530d1,1,0.0,1.0,1.0
1530d1,1,0.0,1.0,1.0
1533b1,1,0.0,1.0,1.0
1533b1,1,0.0,1.0,1.0
1539e1,1,0.0,1.0,1.0
1539e1,1,0.0,1.0,1.0
1539f1,1,0.0,1.0,1.0
1539f1,1,0.0,1.0,1.0
1542a1,1,0.0,1.0,1.0
1542a1,1,0.0,1.0,1.0
1549a1,1,0.0,1.0,1.0
1549a1,1,0.0,1.0,1.0
1550a1,1,0.0,1.0,1.0
1550a1,1,0.0,1.0,1.0
1554a1,1,0.0,1.0,1.0
1554a1,1,0.0,1.0,1.0
1554c1,1,0.0,1.0,1.0
1554c1,1,0.0,1.0,1.0
1560i1,1,0.0,1.0,1.0
1560i1,1,0.0,1.0,1.0
1566i1,1,0.0,1.0,1.0
1566i1,1,0.0,1.0,1.0
1566n1,1,0.0,1.0,1.0
1566n1,1,0.0,1.0,1.0
1568g1,1,0.0,1.0,1.0
1568g1,1,0.0,1.0,1.0
1570c1,1,0.0,1.0,1.0
1570c1,1,0.0,1.0,1.0
1575c1,1,0.0,1.0,1.0
1575c1,1,0.0,1.0,1.0
1578c1,1,0.0,1.0,1.0
1578c1,1,0.0,1.0,1.0
1578f1,1,0.0,1.0,1.0
1578f1,1,0.0,1.0,1.0
1585b1,1,0.0,1.0,1.0
1585b1,1,0.0,1.0,1.0
1592a1,1,0.0,1.0,1.0
1592a1,1,0.0,1.0,1.0
1600g1,1,0.0,1.0,1.0
1600g1,1,0.0,1.0,1.0
1600u1,1,0.0,1.0,1.0
1600u1,1,0.0,1.0,1.0
1602c1,1,0.0,1.0,1.0
1602c1,1,0.0,1.0,1.0
1610a1,1,0.0,1.0,1.0
1610a1,1,0.0,1.0,1.0
1610c1,1,0.0,1.0,1.0
1610c1,1,0.0,1.0,1.0
1610d1,1,0.0,1.0,1.0
1610d1,1,0.0,1.0,1.0
1611e1,1,0.0,1.0,1.0
1611e1,1,0.0,1.0,1.0
1616a1,1,0.0,1.0,1.0
1616a1,1,0.0,1.0,1.0
1620c1,1,0.0,1.0,1.0
1620c1,1,0.0,1.0,1.0
1620f1,1,0.0,1.0,1.0
1620f1,1,0.0,1.0,1.0
1624d1,1,0.0,1.0,1.0
1624d1,1,0.0,1.0,1.0
1632a1,1,0.0,1.0,1.0
1632a1,1,0.0,1.0,1.0
1634a1,1,0.0,1.0,1.0
1634a1,1,0.0,1.0,1.0
1638c1,1,0.0,1.0,1.0
1638c1,1,0.0,1.0,1.0
1640e1,1,0.0,1.0,1.0
1640e1,1,0.0,1.0,1.0
1640f1,1,0.0,1.0,1.0
1640f1,1,0.0,1.0,1.0
1646d1,1,0.0,1.0,1.0
1646d1,1,0.0,1.0,1.0
1656c1,1,0.0,1.0,1.0
1656c1,1,0.0,1.0,1.0
1656d1,1,0.0,1.0,1.0
1656d1,1,0.0,1.0,1.0
1656e1,1,0.0,1.0,1.0
1656e1,1,0.0,1.0,1.0
1656g1,1,0.0,1.0,1.0
1656g1,1,0.0,1.0,1.0
1664d1,1,0.0,1.0,1.0
1664d1,1,0.0,1.0,1.0
1664o1,1,0.0,1.0,1.0
1664o1,1,0.0,1.0,1.0
1664s1,1,0.0,1.0,1.0
1664s1,1,0.0,1.0,1.0
1665a1,1,0.0,1.0,1.0
1665a1,1,0.0,1.0,1.0
1665f1,1,0.0,1.0,1.0
1665f1,1,0.0,1.0,1.0
1666b1,1,0.0,1.0,1.0
1666b1,1,0.0,1.0,1.0
1666f1,1,0.0,1.0,1.0
1666f1,1,0.0,1.0,1.0
1671a1,1,0.0,1.0,1.0
1671a1,1,0.0,1.0,1.0
1674g1,1,0.0,1.0,1.0
1674g1,1,0.0,1.0,1.0
1675b1,1,0.0,1.0,1.0
1675b1,1,0.0,1.0,1.0
1680a1,1,0.0,1.0,1.0
1680a1,1,0.0,1.0,1.0
1680m1,1,0.0,1.0,1.0
1680m1,1,0.0,1.0,1.0
1682b1,1,0.0,1.0,1.0
1682b1,1,0.0,1.0,1.0
1682j1,1,0.0,1.0,1.0
1682j1,1,0.0,1.0,1.0
1690a1,1,0.0,1.0,1.0
1690a1,1,0.0,1.0,1.0
1695a1,1,0.0,1.0,1.0
1695a1,1,0.0,1.0,1.0
1696a1,1,0.0,1.0,1.0
1696a1,1,0.0,1.0,1.0
1700b1,1,0.0,1.0,1.0
1700b1,1,0.0,1.0,1.0
1700c1,1,0.0,1.0,1.0
1700c1,1,0.0,1.0,1.0
1704d1,1,0.0,1.0,1.0
1704d1,1,0.0,1.0,1.0
1710e1,1,0.0,1.0,1.0
1710e1,1,0.0,1.0,1.0
1710f1,1,0.0,1.0,1.0
1710f1,1,0.0,1.0,1.0
1710g1,1,0.0,1.0,1.0
1710g1,1,0.0,1.0,1.0
1714a1,1,0.0,1.0,1.0
1714a1,1,0.0,1.0,1.0
1722n1,1,0.0,1.0,1.0
1722n1,1,0.0,1.0,1.0
1725k1,1,0.0,1.0,1.0
1725k1,1,0.0,1.0,1.0
1728a1,1,0.0,1.0,1.0
1728a1,1,0.0,1.0,1.0
1728v1,1,0.0,1.0,1.0
1728v1,1,0.0,1.0,1.0
